epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,251.771,1.97076,1.56716,1.14415,0.79825,0.58904,0.67674,0.38454,1.72783,1.2819,1.09589,0.006733,0.006733,0.006733
168,252.976,1.89692,1.40841,1.10755,0.88058,0.60274,0.68652,0.36309,1.85358,1.35746,1.14056,0.0067132,0.0067132,0.0067132
169,254.214,1.83496,1.24733,1.07801,0.87211,0.57534,0.64531,0.24744,2.18064,1.4312,1.2503,0.0066934,0.0066934,0.0066934
170,255.419,1.92748,1.25482,1.10161,0.89558,0.58745,0.65887,0.34623,1.80136,1.27339,1.11381,0.0066736,0.0066736,0.0066736
171,256.586,1.81817,1.36706,1.09807,0.84901,0.64384,0.69686,0.4143,1.61342,1.64977,1.05302,0.0066538,0.0066538,0.0066538
172,257.928,1.75399,1.31377,1.08774,0.89065,0.60274,0.68955,0.41811,1.58958,1.26127,1.04791,0.006634,0.006634,0.006634
173,259.263,1.75776,1.33013,1.11534,0.90002,0.64384,0.67771,0.39232,1.66306,1.4135,1.05304,0.0066142,0.0066142,0.0066142
174,260.468,2.023,1.8008,1.15668,0.90002,0.64384,0.67771,0.39232,1.66306,1.4135,1.05304,0.0065944,0.0065944,0.0065944
175,261.641,1.74645,1.2229,1.03741,0.94421,0.63014,0.69757,0.41493,1.65536,1.16724,1.05068,0.0065746,0.0065746,0.0065746
176,262.85,1.78279,1.32842,1.05517,0.93723,0.61371,0.68688,0.38138,1.66149,1.25953,1.0479,0.0065548,0.0065548,0.0065548
177,264.015,1.66563,1.22903,1.00643,0.94354,0.61644,0.69065,0.40487,1.58899,1.2189,1.03226,0.006535,0.006535,0.006535
178,265.188,1.6879,1.24733,1.0329,0.95725,0.61355,0.71674,0.41313,1.60576,1.19212,1.0393,0.0065152,0.0065152,0.0065152
179,266.424,1.55655,1.11666,1.04101,0.86364,0.64384,0.71759,0.38675,1.69817,1.26326,1.06615,0.0064954,0.0064954,0.0064954
180,267.605,1.69902,1.16479,1.04267,0.95308,0.63014,0.71478,0.39774,1.66351,1.17122,1.04803,0.0064756,0.0064756,0.0064756
181,268.814,1.75291,1.11806,1.02899,0.95118,0.63014,0.69691,0.39632,1.66367,1.215,1.04362,0.0064558,0.0064558,0.0064558
182,269.996,1.68234,1.12435,1.04006,0.95118,0.63014,0.69691,0.39632,1.66367,1.215,1.04362,0.006436,0.006436,0.006436
183,271.197,1.71984,1.20843,0.99758,0.92599,0.61644,0.67047,0.37592,1.60528,1.33049,1.02765,0.0064162,0.0064162,0.0064162
184,272.408,1.70356,1.25847,1.09955,0.89412,0.63014,0.69375,0.40675,1.61217,1.26696,1.03184,0.0063964,0.0063964,0.0063964
185,273.581,1.72433,1.06334,1.03854,0.94347,0.63014,0.70104,0.3589,1.74475,1.1658,1.06419,0.0063766,0.0063766,0.0063766
186,274.751,1.76804,1.07448,1.02886,0.93792,0.62095,0.69341,0.4289,1.56074,1.17811,1.01917,0.0063568,0.0063568,0.0063568
187,276.05,1.58785,1.04253,0.98209,0.91982,0.62866,0.68568,0.34811,1.77426,1.23786,1.07635,0.006337,0.006337,0.006337
